Player,Team,Salary
Terry Rozier,BOS,3977040
Shane Larkin,BOS,3048610
Marcus Smart,BOS,9076040
Marcus Morris,BOS,10000000
Kyrie Irving,BOS,37737250
Jaylen Brown,BOS,9912960
Jarell Eddie,BOS,83129
Greg Monroe,BOS,5000000
Gordon Hayward,BOS,59455800
Demetrius Jackson,BOS,185716
Aron Baynes,BOS,8656000
Al Horford,BOS,55468810
Taurean Waller-Prince,ATL,4845120
Richard Jefferson,ATL,5000000
Quinn Cook,ATL,200000
Okaro White,ATL,1312611
Nicolas Brussino,ATL,2625222
Miles Plumlee,ATL,25000000
Mike Muscala,ATL,10000000
Mike Dunleavy,ATL,3325000
Marco Belinelli,ATL,12912120
Malcolm Delaney,ATL,5000000
Luke Babbitt,ATL,1974159
Kent Bazemore,ATL,33820226
Jeremy Evans,ATL,100000
Jamal Crawford,ATL,21885524
Isaiah Taylor,ATL,2625222
Ersan Ilyasova,ATL,12000000
Diamond Stone,ATL,2625222
Dewayne Dedmon,ATL,12000000
Dennis Schroder,ATL,31000000
DeAndre' Bembry,ATL,1567200
DeAndre Liggins,ATL,53546
