Player,Team,Salary
P.J. Tucker,PHO,5700000
Michael Beasley,PHO,777778
Markieff Morris,PHO,2989239
Marcus Thornton,PHO,8575000
Marcus Morris,PHO,2943221
Kendall Marshall,PHO,915243
Josh Childress,PHO,7317500
John Salmons,PHO,2000000
Jerel McNeal,PHO,29843
Gerald Green,PHO,3500000
Eric Bledsoe,PHO,12173913
Earl Barron,PHO,107676
Danny Granger,PHO,2077000
Brandon Knight,PHO,3553917
Brandan Wright,PHO,5000000
Archie Goodwin,PHO,1112280
Alex Len,PHO,3649920
A.J. Price,PHO,62552
Travis Outlaw,PHI,3000000
Tony Wroten,PHI,1210080
Tim Frazier,PHI,59686
Thomas Robinson,PHI,3678360
Ronny Turiaf,PHI,1500000
Robert Covington,PHI,1000000
Pierre Jackson,PHI,400000
Nerlens Noel,PHI,3315120
Marquis Teague,PHI,1120920
Malcolm Thomas,PHI,474000
Larry Drew,PHI,59686
Joel Embiid,PHI,4427640
Jerami Grant,PHI,884879
JaVale McGee,PHI,11250000
Jason Richardson,PHI,6601125
Jarvis Varnado,PHI,75000
JaKarr Sampson,PHI,507336
Ish Smith,PHI,981084
Isaiah Canaan,PHI,816482
Hollis Thompson,PHI,816482
Henry Sims,PHI,915243
Glenn Robinson,PHI,507336
Furkan Aldemir,PHI,3000000
Eric Maynor,PHI,2106720
Drew Gordon,PHI,40000
Andrei Kirilenko,PHI,3326235
Willie Green,ORL,1448490
Victor Oladipo,ORL,4978200
Tobias Harris,ORL,2380594
Seth Curry,ORL,100000
Peyton Siva,ORL,100000
Nikola Vucevic,ORL,2751260
Maurice Harkless,ORL,1887840
Luke Ridnour,ORL,2750000
Glen Davis,ORL,6600000
Evan Fournier,ORL,1483920
Elfrid Payton,ORL,2397840
Dewayne Dedmon,ORL,816482
Devyn Marble,ORL,884879
Channing Frye,ORL,8175476
Ben Gordon,ORL,4500000
Anthony Randolph,ORL,1825359
Andrew Nicholson,ORL,1545840
Al Harrington,ORL,3805000
Aaron Gordon,ORL,3992040
Steven Adams,OKC,2184960
Steve Novak,OKC,3445946
Serge Ibaka,OKC,12350000
Sebastian Telfair,OKC,915243
Russell Westbrook,OKC,15719062
Perry Jones,OKC,1129200
Nick Collison,OKC,2242003
Mitch McGary,OKC,1400040
Kyle Singler,OKC,1090000
Kevin Durant,OKC,18995624
Jeremy Lamb,OKC,2202000
Enes Kanter,OKC,5694674
Dion Waiters,OKC,4062000
D.J. Augustin,OKC,3000000
Anthony Morrow,OKC,3200000
Andre Roberson,OKC,1160880
Travis Wear,NYK,507336
Tim Hardaway,NYK,1250640
Shane Larkin,NYK,1606080
Samuel Dalembert,NYK,3867282
Ricky Ledo,NYK,96056
Quincy Acy,NYK,915243
Langston Galloway,NYK,235762
Lance Thomas,NYK,403784
Jose Calderon,NYK,7097191
Jason Smith,NYK,3278000
Cole Aldrich,NYK,981084
Cleanthony Early,NYK,507336
Carmelo Anthony,NYK,22458000
Arnett Moultrie,NYK,1136160
Andrea Bargnani,NYK,11500000
Alexey Shved,NYK,3282056
Alex Kirk,NYK,65000
Tyreke Evans,NOH,10763500
Toney Douglas,NOH,268974
Ryan Anderson,NOH,8491500
Quincy Pondexter,NOH,3146068
Omer Asik,NOH,8374646
Norris Cole,NOH,2038206
Nate Wolters,NOH,96056
Luke Babbitt,NOH,981084
Jrue Holiday,NOH,9904495
Jimmer Fredette,NOH,948163
Jeff Withey,NOH,816482
Gal Mekel,NOH,633974
Eric Gordon,NOH,14898938
Elliot Williams,NOH,107676
Darius Miller,NOH,400000
Dante Cunningham,NOH,831942
Anthony Davis,NOH,5607240
Alexis Ajinca,NOH,981084
Travis Outlaw,NJN,4000000
Thaddeus Young,NJN,9410870
Sergey Karasev,NJN,1533840
Mirza Teletovic,NJN,3368100
Mason Plumlee,NJN,1357080
Markel Brown,NJN,507336
Joe Johnson,NJN,23180790
Jerome Jordan,NJN,915243
Jarrett Jack,NJN,6300000
Earl Clark,NJN,62552
Deron Williams,NJN,19754465
Darius Morris,NJN,702756
Cory Jefferson,NJN,507336
Brook Lopez,NJN,15719063
Bojan Bogdanovic,NJN,3278000
Alan Anderson,NJN,1276061
Zach LaVine,MIN,2055840
Shabazz Muhammad,MIN,1971960
Sean Kilpatrick,MIN,29843
Robbie Hummel,MIN,880000
Ricky Rubio,MIN,5070686
Nikola Pekovic,MIN,12100000
Miroslav Raduljica,MIN,96100
Lorenzo Brown,MIN,283367
Kevin Martin,MIN,6792500
Kevin Garnett,MIN,12000000
Justin Hamilton,MIN,816482
Gorgui Dieng,MIN,1413480
Gary Neal,MIN,3250000
Chase Budinger,MIN,5000000
Arinze Onuaku,MIN,43226
Anthony Bennett,MIN,5563920
Andrew Wiggins,MIN,5510640
Adreian Payne,MIN,1855320
Zaza Pachulia,MIL,5200000
Tyler Ennis,MIL,1590720
Shawne Williams,MIL,1227985
O.J. Mayo,MIL,8000000
Nate Wolters,MIL,816482
Miles Plumlee,MIL,1169880
Michael Carter-Williams,MIL,2300040
Larry Sanders,MIL,11000000
Khris Middleton,MIL,915243
Kenyon Martin,MIL,414551
Jorge Gutierrez,MIL,59686
John Henson,MIL,1987320
Jerryd Bayless,MIL,3000000
Jared Dudley,MIL,4250000
Jabari Parker,MIL,4930560
Giannis Antetokounmpo,MIL,1873200
Drew Gooden,MIL,6680000
Damien Inglis,MIL,820000
Chris Johnson,MIL,107674
Caron Butler,MIL,4500000
Zoran Dragic,MIA,1962103
Udonis Haslem,MIA,2732000
Tyler Johnson,MIA,507336
Shabazz Napier,MIA,1238640
Mike Miller,MIA,6600000
Michael Beasley,MIA,330226
Mario Chalmers,MIA,4000000
Luol Deng,MIA,9714461
Josh McRoberts,MIA,5305000
James Ennis,MIA,507336
Henry Walker,MIA,115422
Hassan Whiteside,MIA,769881
Goran Dragic,MIA,7500000
Dwyane Wade,MIA,15000000
Chris Bosh,MIA,20644400
Chris Andersen,MIA,5375000
Zach Randolph,MEM,16500000
Vince Carter,MEM,3911981
Tyrus Thomas,MEM,72234
Tony Allen,MEM,4831461
Russ Smith,MEM,816482
Nick Calathes,MEM,816482
Mike Conley,MEM,8894216
Marc Gasol,MEM,15829688
Kosta Koufos,MEM,3000000
Jordan Adams,MEM,1344120
Jon Leuer,MEM,967500
Jeff Green,MEM,9445000
Jarnell Stokes,MEM,725000
JaMychal Green,MEM,59686
Jamaal Franklin,MEM,163296
Fab Melo,MEM,437080
Courtney Lee,MEM,5450000
Beno Udrih,MEM,2077000
Xavier Henry,LAL,1082000
Wesley Johnson,LAL,981084
Wayne Ellington,LAL,1063384
Tarik Black,LAL,507336
Steve Nash,LAL,9701000
Ryan Kelly,LAL,1650000
Ronnie Price,LAL,1316809
Robert Sacre,LAL,915243
Nick Young,LAL,4994420
Kobe Bryant,LAL,23500000
Julius Randle,LAL,2997360
Jordan Hill,LAL,9000000
Jordan Clarkson,LAL,507336
Jeremy Lin,LAL,8374646
Jabari Brown,LAL,44765
Ed Davis,LAL,981084
Dwight Buycks,LAL,48028
Carlos Boozer,LAL,3250000
Spencer Hawes,LAC,5305000
Nate Robinson,LAC,154918
Miroslav Raduljica,LAC,300000
Matt Barnes,LAC,3396250
Lester Hudson,LAC,55774
Jordan Hamilton,LAC,150591
Jordan Farmar,LAC,2077000
Jamal Crawford,LAC,5450000
J.J. Redick,LAC,6583500
Hedo Turkoglu,LAC,1448490
Glen Davis,LAC,1227985
Ekpe Udoh,LAC,981084
DeAndre Jordan,LAC,11440124
Dahntay Jones,LAC,387632
Chris Paul,LAC,20068563
Carlos Delfino,LAC,650000
C.J. Wilcox,LAC,1109760
Blake Griffin,LAC,17674612
Austin Rivers,LAC,2439840
Solomon Hill,IND,1302840
Shayne Whittington,IND,507336
Roy Hibbert,IND,14898938
Rodney Stuckey,IND,1227985
Paul George,IND,15925680
Luis Scola,IND,4868499
Lavoy Allen,IND,948163
Ian Mahinmi,IND,4000000
George Hill,IND,8000000
Donald Sloan,IND,948163
David West,IND,12000000
Damjan Rudez,IND,1100000
Chris Copeland,IND,3135000
C.J. Watson,IND,2106720
C.J. Miles,IND,4205000
Trevor Ariza,HOU,8579089
Terrence Jones,HOU,1618680
Robert Covington,HOU,150000
Patrick Beverley,HOU,915243
Pablo Prigioni,HOU,1662961
Nick Johnson,HOU,507336
Luis Scola,HOU,12713538
Kostas Papanikolaou,HOU,4800000
K.J. McDaniels,HOU,507336
Josh Smith,HOU,2077000
Joey Dorsey,HOU,948163
Jeff Adrien,HOU,981084
Jason Terry,HOU,5850313
James Harden,HOU,14728844
Ish Smith,HOU,981084
Francisco Garcia,HOU,1316809
Dwight Howard,HOU,21436271
Donatas Motiejunas,HOU,1483920
Corey Brewer,HOU,4702500
Clint Capela,HOU,1189200
Stephen Curry,GSW,10629213
Shaun Livingston,GSW,5305000
Sean Kilpatrick,GSW,35000
Ognjen Kuzmic,GSW,816482
Nemanja Nedovic,GSW,1104240
Marreese Speights,GSW,3657500
Leandro Barbosa,GSW,1448490
Klay Thompson,GSW,3075880
Justin Holiday,GSW,816482
Harrison Barnes,GSW,3049920
Festus Ezeli,GSW,1112880
Draymond Green,GSW,915243
David Lee,GSW,15012000
Brandon Rush,GSW,1145685
Andrew Bogut,GSW,12972973
Andre Iguodala,GSW,12289544
Tayshaun Prince,DET,7707865
Spencer Dinwiddie,DET,700000
Reggie Jackson,DET,2204370
Quincy Miller,DET,107676
Kentavious Caldwell-Pope,DET,2772480
Josh Smith,DET,14000000
John Lucas,DET,123827
Joel Anthony,DET,3800000
Jodie Meeks,DET,6000000
Greg Monroe,DET,5479934
Ersan Ilyasova,DET,7900000
Cartier Martin,DET,1145685
Brandon Jennings,DET,8000000
Anthony Tolliver,DET,3000000
Andre Drummond,DET,2568360
Aaron Gray,DET,1227985
Wilson Chandler,DEN,6757913
Will Barton,DEN,915243
Victor Claver,DEN,1370000
Ty Lawson,DEN,11595506
Shavlik Randolph,DEN,1227985
Randy Foye,DEN,3135000
Quincy Miller,DEN,150000
Kenneth Faried,DEN,2249768
Jusuf Nurkic,DEN,1762680
Joffrey Lauvergne,DEN,1790280
Jerrelle Benimon,DEN,35000
Jameer Nelson,DEN,2732000
Jamaal Franklin,DEN,19914
J.J. Hickson,DEN,5381750
Ian Clark,DEN,816482
Gary Harris,DEN,1519200
Erick Green,DEN,507336
Darrell Arthur,DEN,3457149
Danilo Gallinari,DEN,10854850
Tyson Chandler,DAL,14598888
Ricky Ledo,DAL,816482
Richard Jefferson,DAL,1448490
Raymond Felton,DAL,3793693
Rajon Rondo,DAL,12909091
Monta Ellis,DAL,8360000
Ivan Johnson,DAL,25000
Greg Smith,DAL,948163
Gal Mekel,DAL,816482
Dwight Powell,DAL,507336
Dirk Nowitzki,DAL,7974482
Devin Harris,DAL,3878000
Charlie Villanueva,DAL,1316809
Chandler Parsons,DAL,14700000
Brendan Haywood,DAL,7798000
Bernard James,DAL,1152109
Al-Farouq Aminu,DAL,981084
Tristan Thompson,CLE,5138430
Timofey Mozgov,CLE,4650000
Shawn Marion,CLE,1448490
Mike Miller,CLE,2732000
Matthew Dellavedova,CLE,816482
LeBron James,CLE,20644400
Kyrie Irving,CLE,7070730
Kevin Love,CLE,15719062
Kendrick Perkins,CLE,434547
Joe Harris,CLE,884879
James Jones,CLE,1448490
J.R. Smith,CLE,6516000
Iman Shumpert,CLE,2616975
Brendan Haywood,CLE,2213688
Anderson Varejao,CLE,9704595
Will Bynum,BOS,2915908
Vitor Faverani,BOS,2090000
Tyler Zeller,BOS,1703760
Phil Pressey,BOS,816482
Nate Robinson,BOS,2106720
Marcus Smart,BOS,3283320
Luigi Datome,BOS,1750000
Kelly Olynyk,BOS,2075760
Jonas Jerebko,BOS,4500000
Jared Sullinger,BOS,1424520
James Young,BOS,1674480
Jae Crowder,BOS,915243
Isaiah Thomas,BOS,7238606
Gerald Wallace,BOS,10105855
Evan Turner,BOS,3278000
Erik Murphy,BOS,100000
Chris Douglas-Roberts,BOS,915243
Chris Babb,BOS,48028
Brandon Bass,BOS,6900000
Avery Bradley,BOS,7191011
Andre Dawkins,BOS,59686
Thabo Sefolosha,ATL,4150000
Shelvin Mack,ATL,2433333
Pero Antic,ATL,1250000
Paul Millsap,ATL,9500000
Mike Scott,ATL,3333333
Mike Muscala,ATL,816482
Kyle Korver,ATL,6253521
Kent Bazemore,ATL,2000000
John Salmons,ATL,1000000
John Jenkins,ATL,1312920
Jeff Teague,ATL,8000000
Jarell Eddie,ATL,29843
Elton Brand,ATL,2000000
Dennis Schroder,ATL,1690680
DeMarre Carroll,ATL,2442455
Austin Daye,ATL,125104
Al Horford,ATL,12000000
